fiscal_year,year,month,state,category,tax_type,amount,unit,notes
2018-19,2018,May,Chandigarh,GST collected from State,CGST,26.9549062,amount in rupees crores,
2018-19,2018,May,Manipur,GST collected from State,CGST,5.2564341,amount in rupees crores,
2018-19,2018,May,Punjab,GST collected from State,CGST,238.1081807,amount in rupees crores,
2018-19,2018,May,Himachal Pradesh,GST collected from State,CGST,74.4121608,amount in rupees crores,
2018-19,2018,May,Jammu and Kashmir,GST collected from State,CGST,70.6368135,amount in rupees crores,
2018-19,2018,May,All India,GST collected from State,SGST,21690.5096199,amount in rupees crores,
2018-19,2018,May,All India,GST collected from State,IGST,24672.9618729,amount in rupees crores,
2018-19,2018,May,All India,GST collected from State,CGST,15866.2331048,amount in rupees crores,
2018-19,2018,May,All India,GST collected from State,CESS,6485.2602807,amount in rupees crores,
2018-19,2018,May,Nagaland,GST collected from State,CGST,3.1415729,amount in rupees crores,
2018-19,2018,May,Mizoram,GST collected from State,CGST,3.1514014,amount in rupees crores,
2018-19,2018,May,Andaman and Nicobar Islands,GST collected from State,CGST,5.5957878,amount in rupees crores,
2018-19,2018,May,Dadra and Nagar Haveli,GST collected from State,CGST,13.0494034,amount in rupees crores,
2018-19,2018,May,Puducherry,GST collected from State,CGST,18.2086435,amount in rupees crores,
2018-19,2018,May,Tamil Nadu,GST collected from State,CGST,1388.1785507,amount in rupees crores,
2018-19,2018,May,Kerala,GST collected from State,CGST,419.9266334,amount in rupees crores,
2018-19,2018,May,Lakshadweep,GST collected from State,CGST,0.0573081,amount in rupees crores,
2018-19,2018,May,Goa,GST collected from State,CGST,78.7974173,amount in rupees crores,
2018-19,2018,May,Karnataka,GST collected from State,CGST,1259.9962591,amount in rupees crores,
2018-19,2018,May,Maharashtra,GST collected from State,CGST,3684.4151231,amount in rupees crores,
2018-19,2018,May,Daman and Diu,GST collected from State,CGST,7.5246866,amount in rupees crores,
2018-19,2018,May,Tripura,GST collected from State,CGST,16.8955247,amount in rupees crores,
2018-19,2018,May,Gujarat,GST collected from State,CGST,1726.5767218,amount in rupees crores,
2018-19,2018,May,Madhya Pradesh,GST collected from State,CGST,383.8909161,amount in rupees crores,
2018-19,2018,May,Chhattisgarh,GST collected from State,CGST,299.9390334,amount in rupees crores,
2018-19,2018,May,Odisha,GST collected from State,CGST,361.0609737,amount in rupees crores,
2018-19,2018,May,West Bengal,GST collected from State,CGST,869.323819,amount in rupees crores,
2018-19,2018,May,Assam,GST collected from State,CGST,314.0774252,amount in rupees crores,
2018-19,2018,May,Meghalaya,GST collected from State,CGST,13.7163889,amount in rupees crores,
2018-19,2018,May,Andhra Pradesh,GST collected from State,SGST,689.9240399,amount in rupees crores,
2018-19,2018,May,Jharkhand,GST collected from State,CGST,251.3048392,amount in rupees crores,
2018-19,2018,May,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,SGST,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2018,May,Sikkim,GST collected from State,CESS,0.6622607,amount in rupees crores,
2018-19,2018,May,West Bengal,GST collected from State,CESS,281.4032516,amount in rupees crores,
2018-19,2018,May,Meghalaya,GST collected from State,CESS,3.0186096,amount in rupees crores,
2018-19,2018,May,Tripura,GST collected from State,CESS,0.2364986,amount in rupees crores,
2018-19,2018,May,Mizoram,GST collected from State,CESS,0.0008017,amount in rupees crores,
2018-19,2018,May,Manipur,GST collected from State,CESS,0.1726912,amount in rupees crores,
2018-19,2018,May,Nagaland,GST collected from State,CESS,0.3192949,amount in rupees crores,
2018-19,2018,May,Arunachal Pradesh,GST collected from State,CESS,0.0092772,amount in rupees crores,
2018-19,2018,May,Bihar,GST collected from State,CESS,116.7999723,amount in rupees crores,
2018-19,2018,May,Odisha,GST collected from State,CESS,395.1626254,amount in rupees crores,
2018-19,2018,May,Uttar Pradesh,GST collected from State,CESS,838.9543996,amount in rupees crores,
2018-19,2018,May,Rajasthan,GST collected from State,CESS,132.9527111,amount in rupees crores,
2018-19,2018,May,Delhi,GST collected from State,CESS,84.0658275,amount in rupees crores,
2018-19,2018,May,Haryana,GST collected from State,CESS,351.8846461,amount in rupees crores,
2018-19,2018,May,Uttarakhand,GST collected from State,CESS,20.8390117,amount in rupees crores,
2018-19,2018,May,Chandigarh,GST collected from State,CESS,0.0684211,amount in rupees crores,
2018-19,2018,May,Punjab,GST collected from State,CESS,16.2564943,amount in rupees crores,
2018-19,2018,May,Jharkhand,GST collected from State,CESS,454.3798865,amount in rupees crores,
2018-19,2018,May,Chhattisgarh,GST collected from State,CESS,529.1102962,amount in rupees crores,
2018-19,2018,May,Jammu and Kashmir,GST collected from State,CESS,4.3685637,amount in rupees crores,
2018-19,2018,May,Tamil Nadu,GST collected from State,CESS,491.022462,amount in rupees crores,
2018-19,2018,May,Jammu and Kashmir,GST collected from State,IGST,72.7601634,amount in rupees crores,
2018-19,2018,May,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CESS,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2018,May,Other Territory,GST collected from State,CESS,0.0,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2018,May,Andhra Pradesh,GST collected from State,CESS,20.8696637,amount in rupees crores,
2018-19,2018,May,Telangana,GST collected from State,CESS,474.1155177,amount in rupees crores,
2018-19,2018,May,Andaman and Nicobar Islands,GST collected from State,CESS,0.0257048,amount in rupees crores,
2018-19,2018,May,Puducherry,GST collected from State,CESS,0.1649135,amount in rupees crores,
2018-19,2018,May,Kerala,GST collected from State,CESS,5.4748096,amount in rupees crores,
2018-19,2018,May,Madhya Pradesh,GST collected from State,CESS,396.8438641,amount in rupees crores,
2018-19,2018,May,Lakshadweep,GST collected from State,CESS,0.0,amount in rupees crores,
2018-19,2018,May,Goa,GST collected from State,CESS,2.791535,amount in rupees crores,
2018-19,2018,May,Karnataka,GST collected from State,CESS,698.1180058,amount in rupees crores,
2018-19,2018,May,Maharashtra,GST collected from State,CESS,796.503106,amount in rupees crores,
2018-19,2018,May,Dadra and Nagar Haveli,GST collected from State,CESS,0.0204581,amount in rupees crores,
2018-19,2018,May,Daman and Diu,GST collected from State,CESS,0.0371131,amount in rupees crores,
2018-19,2018,May,Gujarat,GST collected from State,CESS,341.5637384,amount in rupees crores,
2018-19,2018,May,Himachal Pradesh,GST collected from State,CESS,1.0527129,amount in rupees crores,
2018-19,2018,May,Assam,GST collected from State,CESS,25.991135,amount in rupees crores,
2018-19,2018,May,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,IGST,41.0703373,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2018,May,Bihar,GST collected from State,IGST,119.7263862,amount in rupees crores,
2018-19,2018,May,Assam,GST collected from State,IGST,185.106904,amount in rupees crores,
2018-19,2018,May,Meghalaya,GST collected from State,IGST,89.9407388,amount in rupees crores,
2018-19,2018,May,Tripura,GST collected from State,IGST,2.6832971,amount in rupees crores,
2018-19,2018,May,Mizoram,GST collected from State,IGST,4.1402884,amount in rupees crores,
2018-19,2018,May,Manipur,GST collected from State,IGST,1.949813,amount in rupees crores,
2018-19,2018,May,Arunachal Pradesh,GST collected from State,IGST,4.4778228,amount in rupees crores,
2018-19,2018,May,Sikkim,GST collected from State,IGST,143.151528,amount in rupees crores,
2018-19,2018,May,Uttar Pradesh,GST collected from State,IGST,1302.6596881,amount in rupees crores,
2018-19,2018,May,Jharkhand,GST collected from State,IGST,893.7014977,amount in rupees crores,
2018-19,2018,May,Rajasthan,GST collected from State,IGST,874.0859442,amount in rupees crores,
2018-19,2018,May,Delhi,GST collected from State,IGST,1402.1911038,amount in rupees crores,
2018-19,2018,May,Haryana,GST collected from State,IGST,2515.9759945,amount in rupees crores,
2018-19,2018,May,Other Territory,GST collected from State,IGST,686.5871093,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2018,May,Himachal Pradesh,GST collected from State,IGST,453.8760368,amount in rupees crores,
2018-19,2018,May,Punjab,GST collected from State,IGST,488.2313501,amount in rupees crores,
2018-19,2018,May,Chandigarh,GST collected from State,IGST,68.7986827,amount in rupees crores,
2018-19,2018,May,West Bengal,GST collected from State,IGST,786.3670877,amount in rupees crores,
2018-19,2018,May,Nagaland,GST collected from State,IGST,3.9886993,amount in rupees crores,
2018-19,2018,May,Odisha,GST collected from State,IGST,637.7002569,amount in rupees crores,
2018-19,2018,May,Goa,GST collected from State,IGST,129.477076,amount in rupees crores,
2018-19,2018,May,Andhra Pradesh,GST collected from State,IGST,762.836686,amount in rupees crores,
2018-19,2018,May,Telangana,GST collected from State,IGST,790.8264143,amount in rupees crores,
2018-19,2018,May,Andaman and Nicobar Islands,GST collected from State,IGST,1.9647787,amount in rupees crores,
2018-19,2018,May,Chhattisgarh,GST collected from State,IGST,662.435497,amount in rupees crores,
2018-19,2018,May,Tamil Nadu,GST collected from State,IGST,1682.2819115,amount in rupees crores,
2018-19,2018,May,Kerala,GST collected from State,IGST,216.0523773,amount in rupees crores,
2018-19,2018,May,Lakshadweep,GST collected from State,IGST,0.0245316,amount in rupees crores,
2018-19,2018,May,Puducherry,GST collected from State,IGST,110.1872816,amount in rupees crores,
2018-19,2018,May,Karnataka,GST collected from State,IGST,2102.0463903,amount in rupees crores,
2018-19,2018,May,Daman and Diu,GST collected from State,IGST,69.1972783,amount in rupees crores,
2018-19,2018,May,Madhya Pradesh,GST collected from State,IGST,527.6307886,amount in rupees crores,
2018-19,2018,May,Maharashtra,GST collected from State,IGST,3960.4871541,amount in rupees crores,
2018-19,2018,May,Gujarat,GST collected from State,IGST,2016.5547823,amount in rupees crores,
2018-19,2018,May,Uttarakhand,GST collected from State,IGST,761.5148983,amount in rupees crores,
2018-19,2018,May,Dadra and Nagar Haveli,GST collected from State,IGST,100.2732969,amount in rupees crores,
2018-19,2018,April,Manipur,GST collected from State,IGST,1.4850173,amount in rupees crores,
2018-19,2018,April,Nagaland,GST collected from State,IGST,5.1178104,amount in rupees crores,
2018-19,2018,April,Mizoram,GST collected from State,IGST,1.9556099,amount in rupees crores,
2018-19,2018,April,Tripura,GST collected from State,IGST,3.2234347,amount in rupees crores,
2018-19,2018,April,Meghalaya,GST collected from State,IGST,92.3087284,amount in rupees crores,
2018-19,2018,April,Daman and Diu,GST collected from State,IGST,67.1321881,amount in rupees crores,
2018-19,2018,April,West Bengal,GST collected from State,IGST,925.6416535,amount in rupees crores,
2018-19,2018,April,Jharkhand,GST collected from State,IGST,1045.3517199,amount in rupees crores,
2018-19,2018,April,Odisha,GST collected from State,IGST,495.9366833,amount in rupees crores,
2018-19,2018,April,Chhattisgarh,GST collected from State,IGST,633.3494901,amount in rupees crores,
2018-19,2018,April,Madhya Pradesh,GST collected from State,IGST,646.8433197,amount in rupees crores,
2018-19,2018,April,Gujarat,GST collected from State,IGST,2190.054514,amount in rupees crores,
2018-19,2018,April,Arunachal Pradesh,GST collected from State,SGST,16.5303152,amount in rupees crores,
2018-19,2018,April,All India,GST collected from State,SGST,25704.0949484,amount in rupees crores,
2018-19,2018,April,Assam,GST collected from State,IGST,176.8886739,amount in rupees crores,
2018-19,2018,April,Tripura,GST collected from State,CGST,16.9535451,amount in rupees crores,
2018-19,2018,April,Jammu and Kashmir,GST collected from State,CGST,115.2195907,amount in rupees crores,
2018-19,2018,April,Sikkim,GST collected from State,CGST,11.581942,amount in rupees crores,
2018-19,2018,April,All India,GST collected from State,CGST,18652.486130100002,amount in rupees crores,
2018-19,2018,April,Assam,GST collected from State,CGST,172.4957782,amount in rupees crores,
2018-19,2018,April,Meghalaya,GST collected from State,CGST,23.658506,amount in rupees crores,
2018-19,2018,April,Mizoram,GST collected from State,CGST,5.8832014,amount in rupees crores,
2018-19,2018,April,Manipur,GST collected from State,CGST,13.8957644,amount in rupees crores,
2018-19,2018,April,Nagaland,GST collected from State,CGST,4.4329982,amount in rupees crores,
2018-19,2018,April,Arunachal Pradesh,GST collected from State,CGST,12.8587217,amount in rupees crores,
2018-19,2018,April,Bihar,GST collected from State,CGST,205.9085418,amount in rupees crores,
2018-19,2018,April,Himachal Pradesh,GST collected from State,CGST,88.9976766,amount in rupees crores,
2018-19,2018,April,Uttar Pradesh,GST collected from State,CGST,1333.8073805,amount in rupees crores,
2018-19,2018,April,Rajasthan,GST collected from State,CGST,659.2523603,amount in rupees crores,
2018-19,2018,April,Delhi,GST collected from State,CGST,1104.771594,amount in rupees crores,
2018-19,2018,April,Haryana,GST collected from State,CGST,713.3451362,amount in rupees crores,
2018-19,2018,April,Uttarakhand,GST collected from State,CGST,211.5451491,amount in rupees crores,
2018-19,2018,April,Chandigarh,GST collected from State,CGST,33.7296003,amount in rupees crores,
2018-19,2018,April,Punjab,GST collected from State,CGST,310.7997426,amount in rupees crores,
2018-19,2018,April,All India,GST collected from State,IGST,29297.9422371,amount in rupees crores,
2018-19,2018,April,Mizoram,GST collected from State,SGST,9.4137331,amount in rupees crores,
2018-19,2018,April,All India,GST collected from State,CESS,7852.1772702,amount in rupees crores,
2018-19,2018,April,Arunachal Pradesh,GST collected from State,IGST,3.2409188,amount in rupees crores,
2018-19,2018,April,Goa,GST collected from State,SGST,122.1252453,amount in rupees crores,
